instruction,input_context,output,task_type,difficulty,safety_constraints
거친 ceramic 공을 의자에 집어라,"객체: 거친 ceramic 공, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 0.013953185610282675, ""fragility"": 0.02534513953993007}, ""confidence"": 0.9346566296669535}",pick,easy,
거친 wood 컵을 상자에 가져와라,"객체: 거친 wood 컵, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 0.12484146337207845, ""fragility"": 0.1029272942410648}, ""confidence"": 0.8011433625338801}",pull,medium,
부드러운 fabric 상자을 바구니에 두어라,"객체: 부드러운 fabric 상자, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.29091057525741726, ""stiffness"": ""soft"", ""fragility"": 1.0}, ""confidence"": 0.7931171777058662}",place,hard,fragile_handling|gentle_grip|secure_grip|slow_movement|precise_positioning
깨지기쉬운 ceramic 접시을 테이블에 놓아라,"객체: 깨지기쉬운 ceramic 접시, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.7, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": 0.17951921529060288, ""stiffness"": 71.4484106029317, ""fragility"": ""fragile""}, ""confidence"": 0.8479750423478293}",place,medium,secure_grip|slow_movement|precise_positioning
무거운 metal 책을 선반에 가져다놓아라,"객체: 무거운 metal 책, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""heavy"", ""friction"": 0.7345807169022752, ""stiffness"": 0.013953185610282675, ""fragility"": 0.02534513953993007}, ""confidence"": 0.805190969713726}",move,easy,
무거운 glass 컵을 침대에 이동시켜라,"객체: 무거운 glass 컵, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""heavy"", ""friction"": 0.9504772442185792, ""stiffness"": 0.014324802653995114, ""fragility"": 0.05244069121285053}, ""confidence"": 0.844956573357117}",move,easy,
가벼운 wood 인형을 바구니에 옮겨라,"객체: 가벼운 wood 인형, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.34, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""light"", ""friction"": 0.2036916078808679, ""stiffness"": 90.26414349431604, ""fragility"": 0.7052422939037443}, ""confidence"": 0.895627668761285}",move,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
미끄러운 wood 컵을 침대에 배치해라,"객체: 미끄러운 wood 컵, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.63, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 140.21191908624897, ""fragility"": 1.0}, ""confidence"": 0.8819195730369636}",place,hard,fragile_handling|gentle_grip|precise_positioning
부드러운 plastic 접시을 바구니에 끌어라,"객체: 부드러운 plastic 접시, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.7576654895113161, ""stiffness"": ""soft"", ""fragility"": 0.054247410007464004}, ""confidence"": 0.7622920082570663}",pull,medium,
무거운 rubber 그릇을 침대에 운반해라,"객체: 무거운 rubber 그릇, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""heavy"", ""friction"": 0.6308646510339587, ""stiffness"": 0.11803945923093706, ""fragility"": 0.1268771715937986}, ""confidence"": 0.8747387584215696}",move,easy,
거친 plastic 공을 바구니에 올려놓아라,"객체: 거친 plastic 공, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.32, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 37.4481011073976, ""fragility"": 1.0}, ""confidence"": 0.8952797764888286}",place,hard,fragile_handling|gentle_grip|precise_positioning
미끄러운 plastic 그릇을 의자에 올려놓아라,"객체: 미끄러운 plastic 그릇, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 228.2427875068409, ""fragility"": 0.1406414772439137}, ""confidence"": 0.8740278329689191}",place,medium,precise_positioning
거친 ceramic 공을 선반에 밀어내라,"객체: 거친 ceramic 공, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 0.12484146337207845, ""fragility"": 0.1029272942410648}, ""confidence"": 0.9159857422589066}",push,medium,
거친 wood 컵을 상자에 전진시켜라,"객체: 거친 wood 컵, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 6.270323905754221, ""fragility"": 0.16305166337863272}, ""confidence"": 0.8310915109975332}",push,medium,
무거운 glass 컵을 의자에 끌어라,"객체: 무거운 glass 컵, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.73, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""heavy"", ""friction"": 0.17951921529060288, ""stiffness"": 71.4484106029317, ""fragility"": 0.9380061769602804}, ""confidence"": 0.9306898824449436}",pull,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
작은 plastic 인형을 상자에 올려놓아라,"객체: 작은 plastic 인형, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.6517718311260151, ""stiffness"": 0.09470742520148064, ""fragility"": 0.1418544169412711}, ""confidence"": 0.8042243763199526}",place,medium,precise_positioning
무거운 metal 그릇을 바구니에 올려놓아라,"객체: 무거운 metal 그릇, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""heavy"", ""friction"": 0.7031154905818919, ""stiffness"": 0.06458740734072647, ""fragility"": 0.06497487284297923}, ""confidence"": 0.8157860562181409}",place,medium,precise_positioning
무거운 metal 그릇을 상자에 가져와라,"객체: 무거운 metal 그릇, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.52, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""heavy"", ""friction"": 0.30843756024963953, ""stiffness"": 125.87960874634389, ""fragility"": 0.9543121379937294}, ""confidence"": 0.8162559880751482}",pull,hard,fragile_handling|gentle_grip
무거운 wood 블록을 테이블에 배치해라,"객체: 무거운 wood 블록, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""heavy"", ""friction"": 0.566675179414612, ""stiffness"": 228.2427875068409, ""fragility"": 0.1406414772439137}, ""confidence"": 0.8879272225748526}",place,medium,precise_positioning
작은 metal 블록을 의자에 올려놓아라,"객체: 작은 metal 블록, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.5793258777528338, ""stiffness"": 0.12484146337207845, ""fragility"": 0.1029272942410648}, ""confidence"": 0.8352694268223086}",place,medium,precise_positioning
미끄러운 wood 펜을 침대에 가져와라,"객체: 미끄러운 wood 펜, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.63, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 80.4097830255406, ""fragility"": 1.0}, ""confidence"": 0.8697090144826458}",pull,hard,fragile_handling|gentle_grip
무거운 glass 상자을 테이블에 배치해라,"객체: 무거운 glass 상자, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""heavy"", ""friction"": 0.7576654895113161, ""stiffness"": 0.010647693268284707, ""fragility"": 0.054247410007464004}, ""confidence"": 0.8203438044299581}",place,medium,precise_positioning
무거운 metal 인형을 침대에 이동시켜라,"객체: 무거운 metal 인형, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""heavy"", ""friction"": 0.5793258777528338, ""stiffness"": 0.12484146337207845, ""fragility"": 0.1029272942410648}, ""confidence"": 0.7660511568115255}",move,easy,
가벼운 plastic 책을 침대에 옮겨라,"객체: 가벼운 plastic 책, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.35, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""light"", ""friction"": 0.7031154905818919, ""stiffness"": 0.06458740734072647, ""fragility"": 0.06497487284297923}, ""confidence"": 0.776005118890186}",move,easy,
거친 wood 컵을 침대에 배치해라,"객체: 거친 wood 컵, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.32, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 54.39490712141878, ""fragility"": 0.6552889956423802}, ""confidence"": 0.7117760525094753}",place,medium,fragile_handling|gentle_grip|precise_positioning
딱딱한 fabric 공을 침대에 가져다놓아라,"객체: 딱딱한 fabric 공, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.36, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.3440596256975097, ""stiffness"": ""hard"", ""fragility"": 0.4243435264775188}, ""confidence"": 0.7123172288708236}",move,medium,
깨지기쉬운 metal 공을 상자에 끌어라,"객체: 깨지기쉬운 metal 공, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.7, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.2038179681438023, ""stiffness"": 40.87499121513284, ""fragility"": ""fragile""}, ""confidence"": 0.9075389035385603}",pull,hard,secure_grip|slow_movement
깨지기쉬운 plastic 인형을 테이블에 놓아라,"객체: 깨지기쉬운 plastic 인형, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.599865196119886, ""stiffness"": 8.24687018021564, ""fragility"": ""fragile""}, ""confidence"": 0.701483085294957}",place,medium,precise_positioning
무거운 wood 블록을 선반에 밀어라,"객체: 무거운 wood 블록, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""heavy"", ""friction"": 0.7345807169022752, ""stiffness"": 0.013953185610282675, ""fragility"": 0.02534513953993007}, ""confidence"": 0.7825537511735864}",push,medium,
미끄러운 wood 펜을 바구니에 배치해라,"객체: 미끄러운 wood 펜, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 8.78610858234744, ""fragility"": 0.2674620314040698}, ""confidence"": 0.7062545587125224}",place,medium,precise_positioning
거친 metal 책을 상자에 밀어내라,"객체: 거친 metal 책, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 264.0150066573494, ""fragility"": 0.07361582965399906}, ""confidence"": 0.9343489822683593}",push,medium,
부드러운 metal 접시을 바구니에 가져가라,"객체: 부드러운 metal 접시, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.4249772545041931, ""stiffness"": ""soft"", ""fragility"": 0.11248551349979899}, ""confidence"": 0.871428899633649}",pick,easy,
깨지기쉬운 metal 인형을 의자에 끌어라,"객체: 깨지기쉬운 metal 인형, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.8320465208148218, ""stiffness"": 0.00923213526203572, ""fragility"": ""fragile""}, ""confidence"": 0.7760890916474406}",pull,medium,
부드러운 fabric 병을 테이블에 끌어라,"객체: 부드러운 fabric 병, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.5793258777528338, ""stiffness"": ""soft"", ""fragility"": 0.1029272942410648}, ""confidence"": 0.7382584546100737}",pull,medium,
